image_id,label
107.jpg,maclura_pomifera
108.jpg,acer_rubrum
109.jpg,staphylea_trifolia
110.jpg,prunus_virginiana
111.jpg,asimina_triloba
112.jpg,prunus_virginiana
113.jpg,acer_rubrum
114.jpg,ulmus_pumila
115.jpg,ulmus_rubra
116.jpg,tilia_cordata
117.jpg,diospyros_virginiana
118.jpg,staphylea_trifolia
119.jpg,broussonettia_papyrifera
120.jpg,asimina_triloba
121.jpg,prunus_virginiana
122.jpg,broussonettia_papyrifera
123.jpg,cryptomeria_japonica
124.jpg,quercus_muehlenbergii
125.jpg,asimina_triloba
126.jpg,ulmus_rubra
127.jpg,quercus_muehlenbergii
128.jpg,broussonettia_papyrifera
129.jpg,maclura_pomifera
130.jpg,juglans_cinerea
131.jpg,maclura_pomifera
132.jpg,quercus_muehlenbergii
133.jpg,cryptomeria_japonica
134.jpg,staphylea_trifolia
135.jpg,ulmus_rubra
136.jpg,maclura_pomifera
137.jpg,cercis_canadensis
138.jpg,acer_rubrum
139.jpg,ptelea_trifoliata
140.jpg,maclura_pomifera
141.jpg,cercis_canadensis
142.jpg,broussonettia_papyrifera
143.jpg,cercis_canadensis
144.jpg,prunus_virginiana
145.jpg,staphylea_trifolia
146.jpg,asimina_triloba
147.jpg,ptelea_trifoliata
148.jpg,broussonettia_papyrifera
149.jpg,tilia_cordata
150.jpg,acer_rubrum
151.jpg,broussonettia_papyrifera
152.jpg,tilia_cordata
153.jpg,acer_palmatum
154.jpg,juglans_cinerea
155.jpg,acer_rubrum
156.jpg,juglans_cinerea
157.jpg,quercus_muehlenbergii
158.jpg,quercus_muehlenbergii
159.jpg,acer_palmatum
160.jpg,cercis_canadensis
161.jpg,tilia_cordata
162.jpg,prunus_virginiana
163.jpg,ulmus_rubra
164.jpg,maclura_pomifera
165.jpg,cryptomeria_japonica
166.jpg,catalpa_speciosa
167.jpg,abies_concolor
168.jpg,acer_rubrum
169.jpg,staphylea_trifolia
170.jpg,ulmus_rubra
171.jpg,asimina_triloba
172.jpg,acer_rubrum
173.jpg,acer_palmatum
174.jpg,staphylea_trifolia
175.jpg,asimina_triloba
176.jpg,broussonettia_papyrifera
177.jpg,ulmus_rubra
178.jpg,maclura_pomifera
179.jpg,maclura_pomifera
180.jpg,ulmus_rubra
181.jpg,diospyros_virginiana
182.jpg,juglans_cinerea
183.jpg,ulmus_rubra
184.jpg,prunus_virginiana
185.jpg,abies_concolor
186.jpg,tilia_cordata
187.jpg,ulmus_pumila
188.jpg,asimina_triloba
189.jpg,catalpa_speciosa
190.jpg,ptelea_trifoliata
191.jpg,cercis_canadensis
192.jpg,broussonettia_papyrifera
193.jpg,prunus_virginiana
194.jpg,ptelea_trifoliata
195.jpg,prunus_virginiana
196.jpg,prunus_virginiana
197.jpg,ptelea_trifoliata
198.jpg,ulmus_pumila
199.jpg,eucommia_ulmoides
200.jpg,ptelea_trifoliata
201.jpg,prunus_virginiana
202.jpg,acer_palmatum
203.jpg,juglans_cinerea
204.jpg,quercus_montana
205.jpg,acer_rubrum
206.jpg,quercus_muehlenbergii
207.jpg,ptelea_trifoliata
208.jpg,broussonettia_papyrifera
209.jpg,ptelea_trifoliata
210.jpg,koelreuteria_paniculata
211.jpg,quercus_muehlenbergii
212.jpg,juglans_cinerea
213.jpg,diospyros_virginiana
214.jpg,diospyros_virginiana
215.jpg,koelreuteria_paniculata
216.jpg,liriodendron_tulipifera
217.jpg,quercus_muehlenbergii
218.jpg,broussonettia_papyrifera
219.jpg,juglans_cinerea
220.jpg,asimina_triloba
221.jpg,prunus_virginiana
222.jpg,koelreuteria_paniculata
223.jpg,ulmus_pumila
224.jpg,maclura_pomifera
225.jpg,ptelea_trifoliata
226.jpg,prunus_virginiana
227.jpg,styrax_japonica
228.jpg,broussonettia_papyrifera
229.jpg,acer_palmatum
230.jpg,quercus_montana
231.jpg,ptelea_trifoliata
232.jpg,ulmus_pumila
233.jpg,ulmus_pumila
234.jpg,prunus_virginiana
235.jpg,malus_pumila
236.jpg,prunus_sargentii
237.jpg,quercus_muehlenbergii
238.jpg,juglans_cinerea
239.jpg,koelreuteria_paniculata
240.jpg,juglans_cinerea
241.jpg,juglans_cinerea
242.jpg,ulmus_pumila
243.jpg,broussonettia_papyrifera
244.jpg,koelreuteria_paniculata
245.jpg,malus_pumila
246.jpg,juglans_cinerea
247.jpg,prunus_virginiana
248.jpg,broussonettia_papyrifera
249.jpg,acer_rubrum
250.jpg,ulmus_rubra
251.jpg,cercis_canadensis
252.jpg,acer_rubrum
253.jpg,quercus_montana
254.jpg,cercis_canadensis
255.jpg,styrax_japonica
256.jpg,maclura_pomifera
257.jpg,prunus_sargentii
258.jpg,ulmus_pumila
259.jpg,cornus_mas
260.jpg,cryptomeria_japonica
261.jpg,abies_concolor
262.jpg,magnolia_virginiana
263.jpg,abies_concolor
264.jpg,koelreuteria_paniculata
265.jpg,ulmus_pumila
266.jpg,styrax_japonica
267.jpg,eucommia_ulmoides
268.jpg,juglans_cinerea
269.jpg,ulmus_pumila
270.jpg,malus_pumila
271.jpg,cercis_canadensis
272.jpg,quercus_montana
273.jpg,magnolia_virginiana
274.jpg,eucommia_ulmoides
275.jpg,abies_concolor
276.jpg,diospyros_virginiana
277.jpg,quercus_muehlenbergii
278.jpg,cercis_canadensis
279.jpg,malus_pumila
280.jpg,broussonettia_papyrifera
281.jpg,koelreuteria_paniculata
282.jpg,liriodendron_tulipifera
283.jpg,liriodendron_tulipifera
284.jpg,malus_pumila
285.jpg,acer_rubrum
286.jpg,styrax_japonica
287.jpg,diospyros_virginiana
288.jpg,maclura_pomifera
289.jpg,diospyros_virginiana
290.jpg,quercus_montana
291.jpg,magnolia_virginiana
292.jpg,broussonettia_papyrifera
293.jpg,koelreuteria_paniculata
294.jpg,juglans_cinerea
295.jpg,abies_concolor
296.jpg,broussonettia_papyrifera
297.jpg,quercus_montana
298.jpg,ostrya_virginiana
299.jpg,catalpa_speciosa
300.jpg,asimina_triloba
301.jpg,diospyros_virginiana
302.jpg,maclura_pomifera
303.jpg,prunus_virginiana
304.jpg,ostrya_virginiana
305.jpg,ulmus_rubra
306.jpg,maclura_pomifera
307.jpg,cryptomeria_japonica
308.jpg,cercis_canadensis
309.jpg,quercus_muehlenbergii
310.jpg,acer_rubrum
311.jpg,magnolia_acuminata
312.jpg,ilex_opaca
313.jpg,broussonettia_papyrifera
314.jpg,abies_concolor
315.jpg,cornus_mas
316.jpg,cornus_mas
317.jpg,broussonettia_papyrifera
318.jpg,ptelea_trifoliata
319.jpg,ulmus_pumila
320.jpg,ptelea_trifoliata
321.jpg,cercis_canadensis
322.jpg,diospyros_virginiana
323.jpg,acer_palmatum
324.jpg,acer_negundo
325.jpg,ulmus_pumila
326.jpg,acer_negundo
327.jpg,eucommia_ulmoides
328.jpg,quercus_montana
329.jpg,cryptomeria_japonica
330.jpg,acer_palmatum
331.jpg,liriodendron_tulipifera
332.jpg,ulmus_rubra
333.jpg,fraxinus_nigra
334.jpg,tilia_cordata
335.jpg,cryptomeria_japonica
336.jpg,broussonettia_papyrifera
337.jpg,pyrus_calleryana
338.jpg,ulmus_pumila
339.jpg,acer_negundo
340.jpg,acer_rubrum
341.jpg,quercus_montana
342.jpg,koelreuteria_paniculata
343.jpg,prunus_virginiana
344.jpg,picea_abies
345.jpg,maclura_pomifera
346.jpg,ulmus_rubra
347.jpg,cercis_canadensis
348.jpg,cercis_canadensis
349.jpg,ptelea_trifoliata
350.jpg,quercus_muehlenbergii
351.jpg,chionanthus_virginicus
352.jpg,ostrya_virginiana
353.jpg,tilia_cordata
354.jpg,diospyros_virginiana
355.jpg,maclura_pomifera
356.jpg,abies_concolor
357.jpg,abies_concolor
358.jpg,eucommia_ulmoides
359.jpg,ulmus_rubra
360.jpg,ulmus_rubra
361.jpg,cercis_canadensis
362.jpg,styrax_japonica
363.jpg,carpinus_caroliniana
364.jpg,cercis_canadensis
365.jpg,zelkova_serrata
366.jpg,malus_pumila
367.jpg,cryptomeria_japonica
368.jpg,prunus_virginiana
369.jpg,ptelea_trifoliata
370.jpg,zelkova_serrata
371.jpg,broussonettia_papyrifera
372.jpg,ulmus_pumila
373.jpg,staphylea_trifolia
374.jpg,cercis_canadensis
375.jpg,ulmus_pumila
376.jpg,tilia_cordata
377.jpg,acer_rubrum
378.jpg,eucommia_ulmoides
379.jpg,styrax_japonica
380.jpg,prunus_sargentii
381.jpg,liriodendron_tulipifera
382.jpg,quercus_montana
383.jpg,acer_palmatum
384.jpg,quercus_montana
385.jpg,aesculus_pavi
386.jpg,maclura_pomifera
387.jpg,cercis_canadensis
388.jpg,diospyros_virginiana
389.jpg,koelreuteria_paniculata
390.jpg,ptelea_trifoliata
391.jpg,prunus_sargentii
392.jpg,juglans_cinerea
393.jpg,taxodium_distichum
394.jpg,carya_tomentosa
395.jpg,tilia_cordata
396.jpg,quercus_montana
397.jpg,picea_pungens
398.jpg,asimina_triloba
399.jpg,juglans_cinerea
400.jpg,koelreuteria_paniculata
401.jpg,carya_glabra
402.jpg,cornus_mas
403.jpg,acer_rubrum
404.jpg,ulmus_rubra
405.jpg,maclura_pomifera
406.jpg,magnolia_virginiana
407.jpg,maclura_pomifera
408.jpg,quercus_macrocarpa
409.jpg,carya_cordiformis
410.jpg,magnolia_virginiana
411.jpg,prunus_sargentii
412.jpg,acer_negundo
413.jpg,chionanthus_virginicus
414.jpg,cornus_mas
415.jpg,quercus_muehlenbergii
416.jpg,quercus_montana
417.jpg,fraxinus_nigra
418.jpg,picea_pungens
419.jpg,abies_concolor
420.jpg,abies_concolor
421.jpg,prunus_sargentii
422.jpg,broussonettia_papyrifera
423.jpg,aesculus_pavi
424.jpg,cornus_mas
425.jpg,acer_rubrum
426.jpg,malus_pumila
427.jpg,fraxinus_nigra
428.jpg,ostrya_virginiana
429.jpg,picea_abies
430.jpg,catalpa_speciosa
431.jpg,prunus_virginiana
432.jpg,carya_cordiformis
433.jpg,styrax_japonica
434.jpg,staphylea_trifolia
435.jpg,cryptomeria_japonica
436.jpg,staphylea_trifolia
437.jpg,carya_tomentosa
438.jpg,magnolia_acuminata
439.jpg,staphylea_trifolia
440.jpg,pyrus_calleryana
441.jpg,ptelea_trifoliata
442.jpg,prunus_sargentii
443.jpg,liriodendron_tulipifera
444.jpg,ulmus_pumila
445.jpg,quercus_montana
446.jpg,tilia_cordata
447.jpg,ilex_opaca
448.jpg,maclura_pomifera
449.jpg,diospyros_virginiana
450.jpg,ulmus_pumila
451.jpg,styrax_japonica
452.jpg,carya_tomentosa
453.jpg,abies_concolor
454.jpg,prunus_sargentii
455.jpg,acer_palmatum
456.jpg,acer_rubrum
457.jpg,acer_palmatum
458.jpg,ulmus_pumila
459.jpg,ptelea_trifoliata
460.jpg,maclura_pomifera
461.jpg,cryptomeria_japonica
462.jpg,pyrus_calleryana
463.jpg,koelreuteria_paniculata
464.jpg,catalpa_bignonioides
465.jpg,broussonettia_papyrifera
466.jpg,picea_pungens
467.jpg,abies_concolor
468.jpg,quercus_muehlenbergii
469.jpg,prunus_sargentii
470.jpg,prunus_virginiana
471.jpg,carya_tomentosa
472.jpg,diospyros_virginiana
473.jpg,quercus_muehlenbergii
474.jpg,fraxinus_nigra
475.jpg,prunus_sargentii
476.jpg,zelkova_serrata
477.jpg,asimina_triloba
478.jpg,magnolia_virginiana
479.jpg,cercis_canadensis
480.jpg,aesculus_pavi
481.jpg,cryptomeria_japonica
482.jpg,aesculus_pavi
483.jpg,tsuga_canadensis
484.jpg,staphylea_trifolia
485.jpg,populus_tremuloides
486.jpg,juglans_cinerea
487.jpg,tilia_cordata
488.jpg,staphylea_trifolia
489.jpg,diospyros_virginiana
490.jpg,aesculus_pavi
491.jpg,catalpa_speciosa
492.jpg,tilia_cordata
493.jpg,carya_cordiformis
494.jpg,magnolia_denudata
495.jpg,cercis_canadensis
496.jpg,acer_rubrum
497.jpg,ulmus_rubra
498.jpg,fraxinus_nigra
499.jpg,prunus_sargentii
500.jpg,prunus_virginiana
501.jpg,ulmus_rubra
502.jpg,chionanthus_virginicus
503.jpg,staphylea_trifolia
504.jpg,magnolia_denudata
505.jpg,crataegus_viridis
506.jpg,asimina_triloba
507.jpg,staphylea_trifolia
508.jpg,populus_tremuloides
509.jpg,picea_abies
510.jpg,tilia_cordata
511.jpg,picea_pungens
512.jpg,carya_tomentosa
513.jpg,tsuga_canadensis
514.jpg,catalpa_bignonioides
515.jpg,acer_rubrum
516.jpg,picea_abies
517.jpg,quercus_macrocarpa
518.jpg,styrax_japonica
519.jpg,cornus_mas
520.jpg,maclura_pomifera
521.jpg,tilia_cordata
522.jpg,populus_deltoides
523.jpg,quercus_macrocarpa
524.jpg,maclura_pomifera
525.jpg,eucommia_ulmoides
526.jpg,eucommia_ulmoides
527.jpg,juglans_cinerea
528.jpg,ulmus_pumila
529.jpg,magnolia_virginiana
530.jpg,ostrya_virginiana
531.jpg,ulmus_americana
532.jpg,cercis_canadensis
533.jpg,ilex_opaca
534.jpg,ulmus_rubra
535.jpg,zelkova_serrata
536.jpg,tsuga_canadensis
537.jpg,pinus_bungeana
538.jpg,prunus_virginiana
539.jpg,cornus_florida
540.jpg,ulmus_americana
541.jpg,prunus_sargentii
542.jpg,broussonettia_papyrifera
543.jpg,prunus_sargentii
544.jpg,ulmus_rubra
545.jpg,acer_palmatum
546.jpg,pinus_densiflora
547.jpg,tilia_cordata
548.jpg,abies_concolor
549.jpg,maclura_pomifera
550.jpg,acer_negundo
551.jpg,cercis_canadensis
552.jpg,asimina_triloba
553.jpg,carya_tomentosa
554.jpg,taxodium_distichum
555.jpg,styrax_japonica
556.jpg,prunus_virginiana
557.jpg,ulmus_rubra
558.jpg,prunus_virginiana
559.jpg,staphylea_trifolia
560.jpg,ulmus_rubra
561.jpg,morus_alba
562.jpg,juglans_cinerea
563.jpg,carpinus_caroliniana
564.jpg,ilex_opaca
565.jpg,cercis_canadensis
566.jpg,ulmus_rubra
567.jpg,koelreuteria_paniculata
568.jpg,carya_cordiformis
569.jpg,maclura_pomifera
570.jpg,quercus_montana
571.jpg,prunus_virginiana
572.jpg,magnolia_virginiana
573.jpg,quercus_velutina
574.jpg,koelreuteria_paniculata
575.jpg,quercus_muehlenbergii
576.jpg,malus_pumila
577.jpg,prunus_sargentii
578.jpg,ptelea_trifoliata
579.jpg,cryptomeria_japonica
580.jpg,ulmus_americana
581.jpg,taxodium_distichum
582.jpg,cryptomeria_japonica
583.jpg,acer_rubrum
584.jpg,juglans_cinerea
585.jpg,pinus_parviflora
586.jpg,acer_palmatum
587.jpg,picea_pungens
588.jpg,cercis_canadensis
589.jpg,crataegus_viridis
590.jpg,malus_pumila
591.jpg,broussonettia_papyrifera
592.jpg,maclura_pomifera
593.jpg,magnolia_virginiana
594.jpg,prunus_sargentii
595.jpg,ulmus_americana
596.jpg,pinus_bungeana
597.jpg,ostrya_virginiana
598.jpg,ilex_opaca
599.jpg,cercis_canadensis
600.jpg,ulmus_pumila
601.jpg,broussonettia_papyrifera
602.jpg,magnolia_virginiana
603.jpg,ulmus_rubra
604.jpg,juglans_cinerea
605.jpg,ulmus_pumila
606.jpg,cornus_florida
607.jpg,ptelea_trifoliata
608.jpg,catalpa_bignonioides
609.jpg,carpinus_caroliniana
610.jpg,cryptomeria_japonica
611.jpg,salix_caroliniana
612.jpg,carpinus_caroliniana
613.jpg,maclura_pomifera
614.jpg,eucommia_ulmoides
615.jpg,diospyros_virginiana
616.jpg,juglans_cinerea
617.jpg,broussonettia_papyrifera
618.jpg,magnolia_virginiana
619.jpg,platanus_occidentalis
620.jpg,acer_saccharum
621.jpg,cornus_mas
622.jpg,pinus_flexilis
623.jpg,pinus_bungeana
624.jpg,quercus_montana
625.jpg,tilia_cordata
626.jpg,ulmus_rubra
627.jpg,catalpa_bignonioides
628.jpg,quercus_macrocarpa
629.jpg,maclura_pomifera
630.jpg,maclura_pomifera
631.jpg,magnolia_denudata
632.jpg,ilex_opaca
633.jpg,acer_palmatum
634.jpg,cryptomeria_japonica
635.jpg,koelreuteria_paniculata
636.jpg,aesculus_pavi
637.jpg,carya_glabra
638.jpg,quercus_montana
639.jpg,broussonettia_papyrifera
640.jpg,cryptomeria_japonica
641.jpg,pinus_parviflora
642.jpg,ulmus_pumila
643.jpg,ptelea_trifoliata
644.jpg,carya_glabra
645.jpg,asimina_triloba
646.jpg,tilia_cordata
647.jpg,tsuga_canadensis
648.jpg,maclura_pomifera
649.jpg,koelreuteria_paniculata
650.jpg,populus_tremuloides
651.jpg,cornus_mas
652.jpg,magnolia_acuminata
653.jpg,eucommia_ulmoides
654.jpg,gleditsia_triacanthos
655.jpg,broussonettia_papyrifera
656.jpg,pyrus_calleryana
657.jpg,chionanthus_virginicus
658.jpg,magnolia_virginiana
659.jpg,quercus_alba
660.jpg,magnolia_denudata
661.jpg,catalpa_speciosa
662.jpg,pyrus_calleryana
663.jpg,broussonettia_papyrifera
664.jpg,carpinus_caroliniana
665.jpg,liriodendron_tulipifera
666.jpg,quercus_montana
667.jpg,tsuga_canadensis
668.jpg,catalpa_bignonioides
669.jpg,malus_pumila
670.jpg,cercis_canadensis
671.jpg,picea_abies
672.jpg,asimina_triloba
673.jpg,catalpa_speciosa
674.jpg,prunus_sargentii
675.jpg,picea_pungens
676.jpg,picea_abies
677.jpg,taxodium_distichum
678.jpg,aesculus_pavi
679.jpg,diospyros_virginiana
680.jpg,populus_tremuloides
681.jpg,acer_palmatum
682.jpg,populus_deltoides
683.jpg,magnolia_denudata
684.jpg,chionanthus_virginicus
685.jpg,acer_rubrum
686.jpg,carya_tomentosa
687.jpg,pinus_bungeana
688.jpg,pyrus_calleryana
689.jpg,magnolia_virginiana
690.jpg,maclura_pomifera
691.jpg,ulmus_pumila
692.jpg,cornus_mas
693.jpg,maclura_pomifera
694.jpg,pinus_bungeana
695.jpg,koelreuteria_paniculata
696.jpg,cryptomeria_japonica
697.jpg,koelreuteria_paniculata
698.jpg,catalpa_bignonioides
699.jpg,ostrya_virginiana
700.jpg,chionanthus_virginicus
701.jpg,malus_pumila
702.jpg,ostrya_virginiana
703.jpg,platanus_occidentalis
704.jpg,carpinus_caroliniana
705.jpg,prunus_virginiana
706.jpg,tilia_cordata
707.jpg,cornus_mas
708.jpg,prunus_sargentii
709.jpg,zelkova_serrata
710.jpg,morus_alba
711.jpg,ostrya_virginiana
712.jpg,quercus_velutina
713.jpg,prunus_subhirtella
714.jpg,ulmus_americana
715.jpg,picea_pungens
716.jpg,carpinus_caroliniana
717.jpg,ulmus_americana
718.jpg,asimina_triloba
719.jpg,quercus_montana
720.jpg,pseudolarix_amabilis
721.jpg,picea_pungens
722.jpg,maclura_pomifera
723.jpg,ostrya_virginiana
724.jpg,ilex_opaca
725.jpg,fraxinus_nigra
726.jpg,catalpa_speciosa
727.jpg,malus_pumila
728.jpg,prunus_subhirtella
729.jpg,ptelea_trifoliata
730.jpg,liriodendron_tulipifera
731.jpg,pinus_densiflora
732.jpg,magnolia_virginiana
733.jpg,aesculus_pavi
734.jpg,koelreuteria_paniculata
735.jpg,prunus_subhirtella
736.jpg,ulmus_rubra
737.jpg,cercis_canadensis
738.jpg,quercus_velutina
739.jpg,carya_tomentosa
740.jpg,broussonettia_papyrifera
741.jpg,stewartia_pseudocamellia
742.jpg,malus_pumila
743.jpg,ptelea_trifoliata
744.jpg,carpinus_caroliniana
745.jpg,abies_concolor
746.jpg,morus_alba
747.jpg,tsuga_canadensis
748.jpg,chionanthus_virginicus
749.jpg,gleditsia_triacanthos
750.jpg,quercus_montana
751.jpg,broussonettia_papyrifera
752.jpg,acer_rubrum
753.jpg,crataegus_viridis
754.jpg,staphylea_trifolia
755.jpg,acer_saccharum
756.jpg,acer_rubrum
757.jpg,quercus_muehlenbergii
758.jpg,liriodendron_tulipifera
759.jpg,fraxinus_nigra
760.jpg,quercus_muehlenbergii
761.jpg,magnolia_acuminata
762.jpg,cercis_canadensis
763.jpg,eucommia_ulmoides
764.jpg,pinus_densiflora
765.jpg,prunus_virginiana
766.jpg,picea_abies
767.jpg,catalpa_bignonioides
768.jpg,pyrus_calleryana
769.jpg,styrax_japonica
770.jpg,styrax_japonica
771.jpg,staphylea_trifolia
772.jpg,magnolia_denudata
773.jpg,ulmus_pumila
774.jpg,prunus_virginiana
775.jpg,magnolia_denudata
776.jpg,populus_tremuloides
777.jpg,ilex_opaca
778.jpg,ulmus_pumila
779.jpg,populus_tremuloides
780.jpg,populus_deltoides
781.jpg,chionanthus_virginicus
782.jpg,quercus_stellata
783.jpg,pinus_bungeana
784.jpg,platanus_occidentalis
785.jpg,stewartia_pseudocamellia
786.jpg,acer_negundo
787.jpg,ostrya_virginiana
788.jpg,maclura_pomifera
789.jpg,maclura_pomifera
790.jpg,ostrya_virginiana
791.jpg,pinus_rigida
792.jpg,prunus_sargentii
793.jpg,populus_tremuloides
794.jpg,ilex_opaca
795.jpg,catalpa_bignonioides
796.jpg,quercus_velutina
797.jpg,carya_cordiformis
798.jpg,salix_nigra
799.jpg,acer_saccharum
800.jpg,gleditsia_triacanthos
801.jpg,platanus_occidentalis
802.jpg,maclura_pomifera
803.jpg,catalpa_speciosa
804.jpg,pinus_rigida
805.jpg,carya_tomentosa
806.jpg,abies_concolor
807.jpg,taxodium_distichum
808.jpg,quercus_macrocarpa
809.jpg,populus_deltoides
810.jpg,maclura_pomifera
811.jpg,taxodium_distichum
812.jpg,chionanthus_virginicus
813.jpg,styrax_japonica
814.jpg,acer_negundo
815.jpg,liriodendron_tulipifera
816.jpg,stewartia_pseudocamellia
817.jpg,quercus_acutissima
818.jpg,acer_saccharum
819.jpg,liriodendron_tulipifera
820.jpg,ptelea_trifoliata
821.jpg,quercus_montana
822.jpg,pinus_virginiana
823.jpg,magnolia_denudata
824.jpg,quercus_muehlenbergii
825.jpg,maclura_pomifera
826.jpg,gleditsia_triacanthos
827.jpg,pseudolarix_amabilis
828.jpg,quercus_alba
829.jpg,platanus_occidentalis
830.jpg,carya_tomentosa
831.jpg,pinus_densiflora
832.jpg,chionanthus_virginicus
833.jpg,taxodium_distichum
834.jpg,diospyros_virginiana
835.jpg,quercus_montana
836.jpg,catalpa_bignonioides
837.jpg,carya_glabra
838.jpg,pinus_densiflora
839.jpg,acer_negundo
840.jpg,carya_tomentosa
841.jpg,abies_concolor
842.jpg,acer_rubrum
843.jpg,ulmus_pumila
844.jpg,cornus_mas
845.jpg,populus_tremuloides
846.jpg,ostrya_virginiana
847.jpg,populus_deltoides
848.jpg,koelreuteria_paniculata
849.jpg,morus_alba
850.jpg,ostrya_virginiana
851.jpg,cercis_canadensis
852.jpg,juglans_cinerea
853.jpg,aesculus_pavi
854.jpg,cornus_florida
855.jpg,pinus_rigida
856.jpg,acer_negundo
857.jpg,acer_saccharum
858.jpg,liriodendron_tulipifera
859.jpg,aesculus_pavi
860.jpg,quercus_macrocarpa
861.jpg,eucommia_ulmoides
862.jpg,ulmus_americana
863.jpg,catalpa_bignonioides
864.jpg,ilex_opaca
865.jpg,catalpa_speciosa
866.jpg,acer_rubrum
867.jpg,crataegus_viridis
868.jpg,magnolia_denudata
869.jpg,styrax_japonica
870.jpg,acer_negundo
871.jpg,cornus_florida
872.jpg,ulmus_rubra
873.jpg,acer_rubrum
874.jpg,asimina_triloba
875.jpg,tilia_cordata
876.jpg,pinus_flexilis
877.jpg,quercus_alba
878.jpg,pyrus_calleryana
879.jpg,malus_pumila
880.jpg,populus_tremuloides
881.jpg,chamaecyparis_pisifera
882.jpg,pinus_virginiana
883.jpg,stewartia_pseudocamellia
884.jpg,pinus_rigida
885.jpg,cornus_florida
886.jpg,cryptomeria_japonica
887.jpg,taxodium_distichum
888.jpg,ulmus_rubra
889.jpg,acer_negundo
890.jpg,acer_negundo
891.jpg,liriodendron_tulipifera
892.jpg,maclura_pomifera
893.jpg,quercus_stellata
894.jpg,cornus_florida
895.jpg,carya_cordiformis
896.jpg,quercus_michauxii
897.jpg,ulmus_pumila
898.jpg,broussonettia_papyrifera
899.jpg,quercus_acutissima
900.jpg,prunus_subhirtella
901.jpg,prunus_sargentii
902.jpg,gleditsia_triacanthos
903.jpg,prunus_pensylvanica
904.jpg,prunus_sargentii
905.jpg,abies_concolor
906.jpg,salix_caroliniana
907.jpg,salix_caroliniana
908.jpg,quercus_muehlenbergii
909.jpg,acer_saccharum
910.jpg,catalpa_speciosa
911.jpg,ptelea_trifoliata
912.jpg,diospyros_virginiana
913.jpg,crataegus_viridis
